id_orden,fecha_alta,ciudad,edad,balance,num_productos,miembro_act,tiene_tarjeta,churn
ORD-43591,2024-10-15,Ciudad de M√©xico,32.0,53544.63551150675,2,1,SÍ,0
ORD-92848,2024-10-15,Bogotá,49.0,37402.01321564343,1,0,NO,0
ORD-77641,"Oct 15, 2024",Bogot√±,37.0,24809.98263349922,2,0,?,0
ORD-46395,2024-10-15,CDMX,32.0,25676.977850218824,2,0,SÍ,0
ORD-32700,2024-10-15,Monterrey  ,65.0,80324.3182306547,2,0,si,1
ORD-44620,15/10/2024,Bogot√±,88.0,18706.05784095644,2,1,?,0
ORD-30559,2024-10-15,Bogotá,38.0,59079.55745728176,3,0,si,0
ORD-71642,2024-10-15,Bogotá,59.0,62988.658244359896,2,1,SÍ,0
ORD-86539,2024/10/15,Ciudad de M√©xico,43.0,46968.11310410828,2,1,SÍ,0
ORD-31732,15/10/2024,Medellin,31.0,94195.72646012946,1,0,SÍ,0
ORD-40354,15/10/2024,Bogotá,74.0,62542.97482569248,4,1,NO,0
ORD-23843,"Oct 15, 2024",Medell√edn,54.0,96072.57620761626,1,1,SÍ,0
ORD-81726,2024-10-15,Medell√edn,75.0,33723.399952128195,1,1,SÍ,0
ORD-27640,2024/10/15,Medellín,38.0,34151.364752664536,1,1,NO,0
ORD-62528,2024/10/15,Ciudad de M√©xico,86.0,63188.42896700037,2,1,SÍ,0
ORD-48413,15/10/2024,Ciudad de M√©xico,20.0,43463.359067019934,2,1,SÍ,0
ORD-62638,2024-10-15,Monterrey  ,54.0,92141.63562230044,2,0,NO,0
ORD-62736,2024/10/15,Bogotá,66.0,58542.509590773436,4,1,NO,0
ORD-78866,"Oct 15, 2024",Medellin,36.0,23885.64450358211,3,1,NO,0
ORD-29087,2024-10-15,Bogot√±,29.0,6579.58978639936,1,1,SÍ,0
ORD-51430,2024-10-15,Ciudad de M√©xico,78.0,48044.035191418385,1,1,NO,0
ORD-34504,2024-10-15,Medellín,58.0,47771.92176166916,2,1,NO,0
ORD-17114,2024/10/15,Medellín,50.0,57844.14808270969,3,0,SÍ,0
ORD-88859,15/10/2024,Bogotá,67.0,80267.26434389758,2,0,NO,1
ORD-20975,15/10/2024,Bogotá,85.0,76977.83259984819,2,1,SÍ,0
ORD-21023,"Oct 15, 2024",Bogota,88.0,35527.47419158918,1,1,SÍ,0
ORD-31447,2024/10/15,Bogota,50.0,17654.514954889466,2,1,SÍ,0
ORD-33959,2024-10-15,Bogotá,41.0,19146.97162477324,2,1,SÍ,0
ORD-76203,"Oct 15, 2024",CDMX,78.0,31579.957366965536,2,1,SÍ,0
ORD-39703,"Oct 15, 2024",Medell√edn,78.0,40831.71129902452,1,1,si,1
ORD-19337,15/10/2024,Medell√edn,45.0,,3,0,SÍ,1
ORD-56427,2024-10-15,Monterrey  ,75.0,29975.810077600505,2,1,?,0
ORD-71529,2024-10-15,Medellin,60.0,57009.799277832855,1,1,NO,0
ORD-94665,2024/10/15,Medellín,58.0,59051.003646476296,2,1,SÍ,0
ORD-41921,2024/10/15,Medell√edn,56.0,53583.597064897236,2,1,SÍ,0
ORD-43307,2024/10/15,CDMX,66.0,21784.425074682622,2,1,NO,1
ORD-37355,"Oct 15, 2024",Bogotá,34.0,61695.66813089895,2,0,NO,0
ORD-14835,2024-10-15,Ciudad de M√©xico,87.0,102031.74071916807,2,0,SÍ,0
ORD-30159,15/10/2024,CDMX,87.0,56147.42067282261,3,1,SÍ,0
ORD-57605,"Oct 15, 2024",Monterrey  ,82.0,-23826.877516281747,1,0,NO,0
ORD-48088,"Oct 15, 2024",CDMX,22.0,81021.98930117257,1,0,SÍ,0
ORD-88752,15/10/2024,Ciudad de M√©xico,19.0,32431.30558251534,1,0,si,0
ORD-65284,15/10/2024,Bogot√±,39.0,106642.81726239232,2,1,NO,0
ORD-67043,2024/10/15,Bogota,74.0,52909.08628414901,2,0,SÍ,0
ORD-45547,15/10/2024,Bogot√±,83.0,-9999.0,3,1,SÍ,0
ORD-92844,15/10/2024,Medellín,33.0,-1617.4372489688103,2,1,SÍ,0
ORD-37532,15/10/2024,Medellín,68.0,88493.51906689696,2,1,si,1
ORD-44349,15/10/2024,Medell√edn,56.0,77647.6246479318,4,1,SÍ,0
ORD-55445,2024/10/15,Ciudad de M√©xico,57.0,105650.47214416726,1,0,SÍ,0
ORD-15713,"Oct 15, 2024",Medellín,55.0,50273.11213933888,2,1,NO,1
ORD-66178,2024-10-15,Medell√edn,77.0,48586.75291550799,2,1,SÍ,1
ORD-59407,2024-10-15,Monterrey  ,76.0,40432.03019603607,2,1,SÍ,0
ORD-80340,"Oct 15, 2024",Medell√edn,27.0,33542.743968519484,2,1,si,0
ORD-60990,2024-10-15,Bogot√±,81.0,40189.26113855461,2,1,SÍ,0
ORD-85672,2024-10-15,Bogotá,80.0,55436.58330810074,1,0,no,0
ORD-75545,"Oct 15, 2024",Medellin,66.0,28902.480327197456,2,0,si,0
ORD-94791,2024-10-15,Bogot√±,81.0,8267.766328150414,2,1,SÍ,0
ORD-68141,2024-10-15,CDMX,49.0,53996.91585035444,2,0,SÍ,0
ORD-33793,"Oct 15, 2024",Bogotá,24.0,28345.1100326642,2,0,SÍ,0
ORD-66570,2024-10-15,Bogota,38.0,-30985.943123501725,3,1,NO,1
ORD-47892,15/10/2024,Bogot√±,37.0,63814.18476642527,2,0,SÍ,0
ORD-11015,"Oct 15, 2024",Bogot√±,43.0,22298.52404707429,2,0,?,0
ORD-71813,2024/10/15,CDMX,85.0,66544.73636726837,2,1,NO,0
ORD-37712,2024-10-15,Medellin,32.0,65946.20266289954,2,1,SÍ,1
ORD-18415,2024/10/15,CDMX,31.0,57089.75028807082,4,0,NO,0
ORD-72292,2024-10-15,Medell√edn,44.0,112420.4460089124,2,1,SÍ,0
ORD-33833,15/10/2024,Bogota,57.0,46548.70375069056,2,1,si,1
ORD-14158,"Oct 15, 2024",Medellín,75.0,42859.010812535285,1,1,NO,0
ORD-72680,2024/10/15,Monterrey  ,45.0,67091.81053542293,2,0,SÍ,0
ORD-30309,"Oct 15, 2024",Medellín,43.0,48613.815947155184,1,0,SÍ,1
ORD-16970,2024/10/15,Medellin,80.0,79012.33843485023,2,1,si,1
ORD-82474,2024-10-15,Medellin,83.0,18279.852310611943,1,0,NO,0
ORD-96704,15/10/2024,CDMX,42.0,18695.638813391502,1,1,?,0
ORD-56540,2024/10/15,Medell√edn,20.0,69145.23728315544,1,1,SÍ,0
ORD-30384,2024/10/15,Ciudad de M√©xico,89.0,20879.726516534913,1,1,SÍ,0
ORD-28017,15/10/2024,Medell√edn,61.0,65227.465161067856,1,1,SÍ,0
ORD-85880,15/10/2024,Medellin,59.0,59250.07115525914,3,1,NO,0
ORD-18702,15/10/2024,Medellin,23.0,32637.79284930842,2,0,SÍ,0
ORD-10384,15/10/2024,Bogot√±,56.0,59179.25400583585,2,0,SÍ,0
ORD-10404,15/10/2024,Ciudad de M√©xico,69.0,19135.188855394015,2,1,NO,0
ORD-50943,"Oct 15, 2024",Medellin,40.0,25002.50184340749,1,0,NO,0
ORD-57926,2024-10-15,Ciudad de M√©xico,67.0,44070.30653969835,3,1,SÍ,0
ORD-39189,2024-10-15,Bogota,60.0,51973.19547680552,1,1,SÍ,0
ORD-22763,2024/10/15,Monterrey  ,36.0,42409.03657530356,1,1,NO,0
ORD-28384,15/10/2024,CDMX,86.0,60827.89909682777,2,1,SÍ,0
ORD-70100,"Oct 15, 2024",Medellin,68.0,59711.66037620728,1,1,SÍ,0
ORD-19860,"Oct 15, 2024",Bogota,28.0,88234.17020870361,2,0,SÍ,0
ORD-90642,2024/10/15,Medell√edn,29.0,47617.86632137489,1,1,NO,0
ORD-60612,15/10/2024,CDMX,25.0,79864.08577960322,2,0,si,0
ORD-33574,2024-10-15,Ciudad de M√©xico,41.0,73018.13782234733,2,1,SÍ,0
ORD-33524,15/10/2024,CDMX,58.0,107349.4320823287,1,0,SÍ,1
ORD-79172,"Oct 15, 2024",Medellín,53.0,46818.549502443144,2,1,si,0
ORD-20916,15/10/2024,Bogot√±,89.0,39491.0319636753,1,0,N/A,1
ORD-14809,2024-10-15,Ciudad de M√©xico,72.0,81442.35555609333,2,0,NO,1
ORD-42201,2024-10-15,Bogota,26.0,59635.814293531555,1,1,N/A,0
ORD-63330,2024/10/15,Medellin,64.0,82041.48041959749,2,1,NO,0
ORD-23456,"Oct 15, 2024",Ciudad de M√©xico,32.0,67919.9699497375,2,0,NO,0
ORD-66397,15/10/2024,Bogotá,65.0,-2669.052284987396,1,0,SÍ,0
ORD-48765,15/10/2024,Medellín,59.0,59408.044425779575,4,1,SÍ,0
ORD-44816,2024/10/15,Bogota,77.0,57780.39744878723,3,1,SÍ,0
ORD-55106,2024/10/15,Medell√edn,87.0,53327.67256159907,2,0,si,1
ORD-63932,2024/10/15,Bogotá,29.0,46693.92364691543,2,1,no,0
ORD-27100,"Oct 15, 2024",Ciudad de M√©xico,19.0,,1,0,NO,0
ORD-67091,15/10/2024,Bogot√±,24.0,71854.42293095807,2,1,SÍ,0
ORD-31949,2024/10/15,Bogotá,20.0,59344.21070233737,1,0,SÍ,0
ORD-80080,"Oct 15, 2024",CDMX,20.0,77548.9174349356,1,1,SÍ,0
ORD-47744,15/10/2024,Ciudad de M√©xico,44.0,11531.111893118672,4,0,SÍ,0
ORD-55543,2024-10-15,Bogota,57.0,62678.362238631715,2,1,NO,0
ORD-46187,2024/10/15,Ciudad de M√©xico,50.0,44133.516561335935,2,0,no,1
ORD-17239,"Oct 15, 2024",Bogot√±,18.0,53594.70024813823,1,0,SÍ,0
ORD-24489,15/10/2024,Monterrey  ,25.0,44421.00914547773,2,0,SÍ,0
ORD-68017,15/10/2024,CDMX,49.0,63590.19818700325,1,1,NO,0
ORD-71877,2024/10/15,Medellin,65.0,45928.171975210505,1,1,SÍ,0
ORD-53125,2024/10/15,Ciudad de M√©xico,21.0,23702.12687360777,1,1,si,0
ORD-59922,15/10/2024,Bogot√±,87.0,52160.63546965478,2,1,SÍ,0
ORD-42049,"Oct 15, 2024",Bogotá,36.0,44645.636571612486,2,1,SÍ,0
ORD-47131,2024-10-15,Bogotá,49.0,47915.159471777915,1,1,SÍ,0
ORD-52944,15/10/2024,Bogota,26.0,-29695.28690100358,2,0,SÍ,0
ORD-83963,"Oct 15, 2024",CDMX,29.0,67065.90208921763,1,1,NO,0
ORD-34285,2024/10/15,Bogotá,28.0,42133.409566330476,2,0,SÍ,0
ORD-47626,15/10/2024,Medellin,63.0,16296.160649543359,4,1,SÍ,0
ORD-52808,2024/10/15,Monterrey  ,33.0,73064.08792120355,2,1,SÍ,0
ORD-98464,2024-10-15,Monterrey  ,18.0,65909.14319382326,3,1,SÍ,0
ORD-63871,2024/10/15,Bogota,80.0,41816.99509312859,3,1,SÍ,0
ORD-29198,2024-10-15,Ciudad de M√©xico,38.0,21195.765511999532,2,1,NO,0
ORD-29758,2024/10/15,Bogotá,47.0,-9999.0,2,1,NO,0
ORD-25254,2024/10/15,Bogot√±,30.0,53077.65211469023,3,0,no,0
ORD-54238,2024-10-15,Medell√edn,51.0,73108.35707479455,1,0,SÍ,0
ORD-11252,2024/10/15,Monterrey  ,21.0,38906.612128487744,1,1,SÍ,1
ORD-49764,"Oct 15, 2024",Bogota,45.0,79873.0533716249,3,1,SÍ,0
ORD-87709,2024/10/15,Ciudad de M√©xico,76.0,36493.674916605814,2,0,SÍ,1
ORD-47441,15/10/2024,Medellín,44.0,16354.205386439455,1,0,NO,0
ORD-63682,2024/10/15,Bogota,86.0,21692.93111306797,2,0,si,0
ORD-69494,"Oct 15, 2024",Bogot√±,42.0,48439.71152160961,2,0,NO,0
ORD-91317,15/10/2024,Medell√edn,20.0,48362.13727353169,2,1,SÍ,0
ORD-75215,"Oct 15, 2024",Monterrey  ,85.0,58196.528518769395,2,1,SÍ,0
ORD-88587,15/10/2024,CDMX,42.0,47740.64922203897,2,1,no,0
ORD-16949,2024/10/15,Monterrey  ,37.0,74432.96290160823,2,1,SÍ,0
ORD-65393,"Oct 15, 2024",Medellín,51.0,43472.647538435594,2,1,SÍ,0
ORD-83553,2024/10/15,Medellín,43.0,93.09337821459485,2,0,?,1
ORD-16941,15/10/2024,Monterrey  ,22.0,46972.582788355154,2,0,NO,1
ORD-35934,"Oct 15, 2024",CDMX,78.0,-169.46719416203268,2,1,NO,1
ORD-33386,2024-10-15,Bogota,26.0,56784.77452494245,1,0,SÍ,0
ORD-71886,"Oct 15, 2024",CDMX,67.0,76429.8249746229,2,1,SÍ,0
ORD-85745,2024/10/15,Bogotá,23.0,25344.38784293702,4,0,SÍ,0
ORD-93251,2024-10-15,Monterrey  ,77.0,85463.91715979626,1,0,NO,0
ORD-63413,2024-10-15,Monterrey  ,61.0,71070.78111821078,1,0,SÍ,1
ORD-66800,15/10/2024,CDMX,28.0,80162.00388537637,2,1,si,0
ORD-52318,2024-10-15,Medellin,83.0,,2,0,si,0
ORD-80173,2024-10-15,Medellin,64.0,25180.870606204488,1,1,NO,0
ORD-80390,15/10/2024,Bogot√±,20.0,69520.38569535344,1,0,SÍ,1
ORD-62329,"Oct 15, 2024",Medellin,,34384.977330791495,1,1,SÍ,0
ORD-53088,2024/10/15,Medellín,38.0,52947.11265258388,2,1,NO,0
ORD-49811,"Oct 15, 2024",Bogotá,45.0,45716.22517990953,1,1,NO,0
ORD-65479,2024-10-15,Monterrey  ,79.0,78117.3964199224,1,1,NO,0
ORD-95392,2024/10/15,Medellín,50.0,68258.17514808323,2,0,SÍ,0
ORD-97369,"Oct 15, 2024",Bogot√±,52.0,47985.85504219073,3,0,NO,0
ORD-29963,2024/10/15,Medell√edn,69.0,1209.82016149618,2,1,NO,0
ORD-65123,2024-10-15,Bogotá,51.0,34119.31333676997,1,0,SÍ,1
ORD-83477,"Oct 15, 2024",Medellin,58.0,67605.55723711042,2,0,NO,0
ORD-24388,2024/10/15,Ciudad de M√©xico,68.0,57002.75652616461,4,1,NO,0
ORD-15569,2024/10/15,Bogota,64.0,12419.45163967846,2,1,SÍ,1
ORD-79836,"Oct 15, 2024",Monterrey  ,75.0,4835.30068827777,4,1,SÍ,0
ORD-46586,"Oct 15, 2024",Medell√edn,74.0,54887.72875393642,2,1,NO,0
ORD-22015,2024-10-15,Bogota,40.0,23573.5708071056,1,1,SÍ,0
ORD-55002,15/10/2024,CDMX,65.0,25980.088479060574,2,1,NO,0
ORD-16254,2024/10/15,CDMX,39.0,66815.19321956635,1,1,NO,0
ORD-27144,"Oct 15, 2024",Bogotá,34.0,80055.96951039185,2,0,si,0
ORD-34214,"Oct 15, 2024",Bogotá,86.0,31232.44932409254,1,0,NO,0
ORD-90719,"Oct 15, 2024",Bogotá,28.0,48880.99230969566,1,1,SÍ,0
ORD-81774,2024/10/15,Medellín,32.0,48143.83335039099,3,1,SÍ,0
ORD-16090,2024-10-15,Medellín,52.0,45894.897382587085,1,1,si,0
ORD-21637,15/10/2024,CDMX,50.0,51014.96190390747,3,1,SÍ,0
ORD-32415,2024/10/15,Bogotá,,68912.4731960039,1,1,NO,1
ORD-34071,2024-10-15,Bogot√±,51.0,33151.89133176011,1,0,NO,1
ORD-68243,2024/10/15,Bogotá,83.0,11868.06163709834,3,0,SÍ,0
ORD-51240,2024/10/15,Monterrey  ,57.0,92250.24834009401,2,1,SÍ,0
ORD-93807,"Oct 15, 2024",Monterrey  ,45.0,77235.54811225126,2,1,NO,0
ORD-43434,2024-10-15,Ciudad de M√©xico,64.0,22409.053218765053,1,0,si,1
ORD-79724,"Oct 15, 2024",CDMX,56.0,53390.800219398836,2,0,SÍ,1
ORD-85697,"Oct 15, 2024",Bogotá,87.0,,2,0,no,0
ORD-38732,2024-10-15,Medellin,37.0,68726.09861315097,2,1,NO,0
ORD-21314,"Oct 15, 2024",Bogota,18.0,61550.33274823212,2,1,N/A,0
ORD-33954,"Oct 15, 2024",Bogotá,89.0,45744.3277102064,4,1,SÍ,0
ORD-67108,15/10/2024,Bogot√±,80.0,93182.59812654895,2,0,SÍ,0
ORD-97044,2024-10-15,Ciudad de M√©xico,84.0,55521.471811486495,3,1,si,0
ORD-97505,2024-10-15,Bogotá,21.0,37126.018516982745,2,1,si,0
ORD-46668,"Oct 15, 2024",Bogota,75.0,71776.89322113988,2,1,SÍ,0
ORD-33061,"Oct 15, 2024",Bogota,42.0,52401.46604878551,1,0,NO,0
ORD-89252,2024-10-15,Medellín,64.0,58744.94318134056,1,1,si,0
ORD-49749,2024-10-15,Bogot√±,55.0,55078.73003978019,3,1,SÍ,0
ORD-26907,2024/10/15,Bogot√±,32.0,62419.38934417274,1,0,NO,1
ORD-28777,2024-10-15,Medellin,80.0,25538.593665019827,1,0,si,0
ORD-61745,2024/10/15,Bogot√±,38.0,13722.34032074979,1,1,SÍ,0
ORD-91818,"Oct 15, 2024",Ciudad de M√©xico,74.0,85853.3180808396,1,1,SÍ,0
ORD-33624,15/10/2024,Medellin,70.0,56239.61404472923,3,0,NO,0
ORD-33321,15/10/2024,Medellín,63.0,69271.18193521447,3,0,SÍ,0
ORD-20488,2024/10/15,Bogot√±,31.0,6006.019495559347,2,0,SÍ,1
ORD-32574,"Oct 15, 2024",Medellín,34.0,76667.07771786257,1,1,?,1
ORD-15240,"Oct 15, 2024",Bogota,56.0,36962.85886610581,2,1,NO,0
ORD-53221,"Oct 15, 2024",Bogotá,26.0,29844.545829773888,2,1,si,0
ORD-20478,2024-10-15,Bogot√±,23.0,48415.67080920034,4,1,si,0
ORD-65645,"Oct 15, 2024",Bogota,40.0,25550.494736436878,2,0,SÍ,0
ORD-29262,2024-10-15,Bogotá,76.0,49956.70754435983,1,1,SÍ,1
ORD-62796,2024/10/15,Bogotá,63.0,46591.54132463784,2,1,SÍ,0
ORD-14432,15/10/2024,Bogota,55.0,76509.89763084706,4,0,SÍ,0
ORD-74291,2024/10/15,Monterrey  ,31.0,87833.61255348675,2,1,NO,0
ORD-89104,"Oct 15, 2024",Medellin,89.0,87037.89482103958,2,1,NO,1
ORD-69399,"Oct 15, 2024",Monterrey  ,79.0,-6612.87448490291,1,1,SÍ,0
ORD-89714,2024/10/15,CDMX,52.0,26620.829253917873,2,0,SÍ,0
ORD-60428,2024-10-15,Medell√edn,36.0,-6872.169095559053,2,1,SÍ,0
ORD-97731,2024-10-15,Bogotá,47.0,20161.44313912423,1,1,NO,0
ORD-10302,2024-10-15,Medellin,42.0,33762.044727404216,2,0,SÍ,0
ORD-92558,15/10/2024,Bogotá,57.0,60264.040380673585,1,0,SÍ,1
ORD-10055,15/10/2024,Ciudad de M√©xico,31.0,37001.66913768649,1,0,NO,1
ORD-18717,"Oct 15, 2024",CDMX,43.0,37698.24822628385,1,1,SÍ,0
ORD-38699,2024/10/15,CDMX,39.0,54544.11707999408,1,1,SÍ,0
ORD-83686,2024/10/15,Ciudad de M√©xico,65.0,7267.258869804726,2,0,NO,0
ORD-77661,"Oct 15, 2024",Bogota,68.0,29035.171175903408,1,0,SÍ,1
ORD-54247,2024-10-15,Medellin,20.0,37411.08435456568,1,0,NO,0
ORD-26748,15/10/2024,Medellín,59.0,44939.95028421639,3,1,SÍ,0
ORD-14621,2024/10/15,Medellin,36.0,51923.84975563863,2,1,SÍ,0
ORD-25034,"Oct 15, 2024",Monterrey  ,45.0,87516.24474332604,2,1,SÍ,0
ORD-15126,2024-10-15,Medellín,62.0,72708.40402702737,2,1,no,0
ORD-15122,2024-10-15,CDMX,88.0,30767.24938770163,2,1,NO,0
ORD-28030,15/10/2024,CDMX,80.0,43466.773513713306,1,0,N/A,1
ORD-92838,15/10/2024,Bogota,36.0,-9999.0,2,0,NO,0
ORD-94717,"Oct 15, 2024",Medell√edn,64.0,37146.18708698141,1,1,NO,0
ORD-65658,"Oct 15, 2024",Medellin,31.0,56812.895645522745,2,0,SÍ,1
ORD-48638,2024-10-15,Bogota,55.0,3505.511175727297,1,0,SÍ,0
ORD-77067,2024-10-15,Medellín,70.0,72017.8597001621,2,1,SÍ,0
ORD-98869,2024/10/15,Ciudad de M√©xico,78.0,92338.76976788387,2,1,SÍ,0
ORD-44674,2024-10-15,Bogotá,53.0,43253.98648320458,2,0,SÍ,0
ORD-45854,"Oct 15, 2024",Monterrey  ,57.0,42765.889372054284,1,0,SÍ,1
ORD-56271,15/10/2024,Bogotá,47.0,53926.10618021678,2,0,SÍ,0
ORD-83688,"Oct 15, 2024",Medellin,26.0,75484.64942400526,4,1,SÍ,0
ORD-48518,2024/10/15,Ciudad de M√©xico,81.0,41892.65707956894,2,0,SÍ,1
ORD-20267,2024/10/15,CDMX,50.0,73348.6291525434,1,0,NO,0
ORD-11062,15/10/2024,Bogota,69.0,62212.36681133107,1,1,si,1
ORD-60448,"Oct 15, 2024",Medellín,31.0,109040.28610011726,3,0,SÍ,0
ORD-16229,2024/10/15,Bogota,70.0,41783.4496209426,2,0,SÍ,0
ORD-66793,"Oct 15, 2024",Medellín,76.0,599.9888069791559,2,0,SÍ,1
ORD-57915,2024/10/15,Medell√edn,58.0,14176.521982862148,3,0,si,0
ORD-14632,15/10/2024,Medell√edn,85.0,50298.20593500393,3,0,SÍ,0
ORD-13596,2024/10/15,Bogota,85.0,75697.05235051879,2,0,NO,0
ORD-16168,"Oct 15, 2024",Medellín,25.0,-9999.0,2,1,SÍ,0
ORD-17561,"Oct 15, 2024",Medellín,19.0,44226.688753116745,1,0,SÍ,1
ORD-83794,2024/10/15,Bogotá,58.0,67121.06843328939,2,1,SÍ,0
ORD-92152,2024-10-15,Bogota,72.0,25869.18497803856,1,1,SÍ,0
ORD-36734,15/10/2024,Bogot√±,33.0,34718.26502012955,1,1,si,1
ORD-16371,15/10/2024,Medellin,79.0,20806.832809743482,1,0,SÍ,1
ORD-36069,2024/10/15,CDMX,65.0,79455.70232206405,1,0,NO,1
ORD-89905,2024/10/15,Medell√edn,47.0,88541.82029490918,2,1,NO,0
ORD-22910,2024-10-15,Bogot√±,29.0,10514.625262673493,2,1,NO,0
ORD-83479,15/10/2024,Medell√edn,52.0,46445.36252529442,2,1,SÍ,0
ORD-87735,2024-10-15,Ciudad de M√©xico,28.0,85181.47437662362,1,0,SÍ,0
ORD-91264,15/10/2024,Medell√edn,81.0,59967.379590555945,3,1,SÍ,0
ORD-33275,2024/10/15,Medell√edn,67.0,37769.01917502264,1,0,SÍ,0
ORD-82274,15/10/2024,Bogotá,38.0,11345.947009727533,2,0,NO,0
ORD-91449,15/10/2024,Bogot√±,86.0,78823.61379557161,3,1,SÍ,0
ORD-70004,15/10/2024,Ciudad de M√©xico,65.0,59012.88037361244,2,0,NO,0
ORD-72981,2024-10-15,Medellín,37.0,,2,1,SÍ,0
ORD-94659,2024-10-15,Medellín,84.0,79747.27634687477,3,1,no,0
ORD-64553,15/10/2024,Ciudad de M√©xico,61.0,,1,1,SÍ,1
ORD-58447,"Oct 15, 2024",Monterrey  ,50.0,44487.84614581471,2,1,SÍ,0
ORD-44529,2024-10-15,Bogota,78.0,,2,1,no,0
ORD-85703,2024/10/15,Monterrey  ,26.0,90459.53322119589,1,1,SÍ,0
ORD-86090,2024/10/15,Bogot√±,85.0,43473.845202996185,2,0,?,0
ORD-27260,15/10/2024,Medell√edn,52.0,43383.932842481874,3,1,SÍ,0
ORD-13812,2024/10/15,Medellín,82.0,15923.04137755766,2,0,SÍ,0
ORD-38024,2024-10-15,Bogotá,,33990.05802353486,1,0,NO,0
ORD-68656,"Oct 15, 2024",Monterrey  ,62.0,29567.61347798394,1,0,si,1
ORD-37285,"Oct 15, 2024",Medell√edn,64.0,30869.44084988268,2,1,SÍ,0
ORD-11605,"Oct 15, 2024",CDMX,57.0,50157.11312229683,1,1,no,1
ORD-81158,2024/10/15,Bogota,71.0,-10854.409646064814,2,1,NO,0
ORD-82303,15/10/2024,Ciudad de M√©xico,63.0,12244.243864577562,2,0,si,1
ORD-37139,2024/10/15,Medell√edn,64.0,47224.52815982113,2,1,SÍ,0
ORD-87149,15/10/2024,Bogota,32.0,53031.36707759829,2,1,SÍ,0
ORD-66138,"Oct 15, 2024",Bogota,36.0,44164.18003390261,2,1,no,0
ORD-86125,2024-10-15,Medellín,43.0,48980.137755375974,1,1,no,0
ORD-23918,2024/10/15,Medellín,69.0,39772.08465861872,1,0,SÍ,0
ORD-95655,2024-10-15,Bogot√±,39.0,49537.38491925843,2,1,SÍ,0
ORD-37446,"Oct 15, 2024",CDMX,38.0,60853.5555065554,2,1,SÍ,0
ORD-23046,15/10/2024,Ciudad de M√©xico,68.0,60678.34321719152,2,1,NO,0
ORD-34818,2024-10-15,Bogota,55.0,32776.03971353761,2,1,SÍ,0
ORD-14324,2024/10/15,Bogot√±,37.0,72877.36848957375,4,1,SÍ,0
ORD-86323,2024-10-15,Monterrey  ,46.0,53927.71736258299,1,1,SÍ,0
ORD-19111,2024-10-15,Medellin,68.0,80805.34890849423,1,0,NO,0
ORD-48110,2024/10/15,Bogota,21.0,85821.81078167705,1,0,SÍ,0
ORD-26389,15/10/2024,Bogot√±,72.0,13931.831965668847,2,1,SÍ,0
ORD-51427,2024/10/15,CDMX,88.0,28524.311528282273,2,1,NO,0
ORD-89579,"Oct 15, 2024",Medellín,45.0,70338.70099926376,2,0,NO,0
ORD-38746,15/10/2024,Bogota,21.0,8377.689496776315,2,1,SÍ,0
ORD-97886,2024-10-15,Bogota,39.0,85504.42406733433,3,1,SÍ,0
ORD-10117,2024/10/15,Medell√edn,62.0,,3,1,NO,0
ORD-94471,"Oct 15, 2024",CDMX,84.0,64375.82587772545,1,1,si,1
ORD-23234,2024/10/15,Ciudad de M√©xico,83.0,47090.23342848059,2,1,NO,0
ORD-63441,15/10/2024,Medellín,51.0,15190.261805407827,2,1,no,0
ORD-10846,"Oct 15, 2024",Bogota,72.0,76388.61505329938,1,1,NO,1
ORD-20954,2024-10-15,Monterrey  ,18.0,118768.07576343324,2,1,NO,0
ORD-89239,15/10/2024,Medellín,89.0,,2,0,SÍ,0
ORD-56514,"Oct 15, 2024",Monterrey  ,55.0,41941.036228868936,1,0,SÍ,1
ORD-98236,15/10/2024,Medellin,23.0,-16227.488581676487,2,1,SÍ,0
ORD-16469,2024-10-15,Ciudad de M√©xico,42.0,83787.57258640302,2,1,SÍ,0
ORD-40105,"Oct 15, 2024",Medellin,34.0,72794.13307105008,1,1,NO,0
ORD-52101,2024/10/15,Bogota,78.0,6665.403448627141,2,1,SÍ,0
ORD-74323,2024/10/15,Medell√edn,29.0,-1622.1365511721597,1,0,NO,0
ORD-68067,2024-10-15,Ciudad de M√©xico,23.0,1269.2179208683738,2,1,SÍ,0
ORD-59376,"Oct 15, 2024",Medell√edn,44.0,66129.22813432045,1,1,SÍ,0
ORD-55587,2024-10-15,Bogot√±,25.0,68624.78549035205,3,1,N/A,0
ORD-46976,2024-10-15,CDMX,82.0,26916.651390780295,2,1,SÍ,0
ORD-77584,15/10/2024,Bogot√±,74.0,62481.50078456996,1,1,SÍ,1
ORD-88477,2024/10/15,Medellin,57.0,53971.92802477881,2,1,SÍ,1
ORD-52533,2024-10-15,Monterrey  ,31.0,40818.25732864453,2,1,si,0
ORD-11828,15/10/2024,Medellin,52.0,74254.9206671325,2,0,SÍ,0
ORD-11917,2024-10-15,Ciudad de M√©xico,65.0,19876.609969299036,2,1,NO,0
ORD-30618,2024-10-15,Ciudad de M√©xico,,78688.48033984737,2,1,SÍ,0
ORD-42254,2024-10-15,Medellin,66.0,31786.96114964118,1,1,NO,0
ORD-57362,2024/10/15,Bogota,30.0,94538.41704917612,1,0,SÍ,0
ORD-30128,"Oct 15, 2024",Medellin,78.0,24867.349412963336,2,1,NO,0
ORD-69383,2024/10/15,Ciudad de M√©xico,66.0,,2,1,si,0
